qid,language,lang_code,question,context,options,gold,answer_type,category,difficulty,rationale,source
q006,Catalan,cat-ESP,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Chinese,zho-CHN,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Croatian,hrv-HRV,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Czech,ces-CZE,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Danish,dan-DNK,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Dutch,nld-NLD,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,English,eng-CAN,"Given the average margin of victory for the season, is it possible that the team never actually won a game by 19 points?","The following headlines about the Zedland basketball team appeared in the local newspaper.
Basketball Team Wins Championship!
Won every game this season.
Averaged a 19-point margin of victory this season.
Margin of victory is the difference between the number of points scored by the winning team and the number of points scored by the losing team in one game.","[""A) Yes"", ""B) No""]",A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Estonian,est-EST,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Finnish,fin-FIN,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,French,fra-FRA,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Galician,glg-ESP,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Georgian,geo-GEO,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,German,deu-DEU,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Greek,ell-GRC,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Hebrew,heb-ISR,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Hungarian,hun-HUN,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Icelandic,isl-ISL,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Indonesian,ind-IDN,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Italian,ita-ITA,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Japanese,jpn-JPN,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Kazakh,kaz-KAZ,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Korean,kor-KOR,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Latvian,lav-LVA,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Lithuanian,lit-LTU,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Malay,msa-MYS,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Nynorsk,nno-NOR,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Polish,pol-POL,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Portuguese,por-PRT,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Russian,rus-KAZ,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Serbian / Serb,srp-SRB,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Slovak,slo-SVK,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Slovenian,slv-SVN,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Spanish,esp-ESP,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Swedish,swe-SWE,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Thai,tha-THA,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q006,Turkish,tur-TUR,,,,A,mc,Math,level 5,,"PISA 2022, math, Points"
q007,Albanian,sqi-ALB,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Arabic,ara-ARE,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Azerbaijani / Azeri,aze-QAZ,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Basque,eus-ESP,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Bokmål,nob-NOR,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Bosnian,bos-BIH,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Bulgarian,bul-BGR,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Catalan,cat-ESP,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Chinese,zho-CHN,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Croatian,hrv-HRV,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Czech,ces-CZE,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Danish,dan-DNK,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Dutch,nld-NLD,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,English,eng-CAN,"In terms of percentage points, which country had the greatest gain between 2005 and 2015?","The spreadsheet below shows the amount of forested area as a percentage of the total land area in each of the 15 countries in this data set. Data are shown for the years 2005, 2010, and 2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Estonian,est-EST,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Finnish,fin-FIN,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,French,fra-FRA,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Galician,glg-ESP,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Georgian,geo-GEO,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,German,deu-DEU,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Greek,ell-GRC,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Hebrew,heb-ISR,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Hungarian,hun-HUN,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Icelandic,isl-ISL,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Indonesian,ind-IDN,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Italian,ita-ITA,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Japanese,jpn-JPN,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Kazakh,kaz-KAZ,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Korean,kor-KOR,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Latvian,lav-LVA,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Lithuanian,lit-LTU,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Malay,msa-MYS,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Nynorsk,nno-NOR,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Polish,pol-POL,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Portuguese,por-PRT,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Russian,rus-KAZ,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Serbian / Serb,srp-SRB,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Slovak,slo-SVK,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Slovenian,slv-SVN,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Spanish,esp-ESP,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Swedish,swe-SWE,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Thai,tha-THA,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q007,Turkish,tur-TUR,,,,A,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Albanian,sqi-ALB,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Arabic,ara-ARE,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Azerbaijani / Azeri,aze-QAZ,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Basque,eus-ESP,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Bokmål,nob-NOR,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Bosnian,bos-BIH,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Bulgarian,bul-BGR,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Catalan,cat-ESP,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Chinese,zho-CHN,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Croatian,hrv-HRV,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Czech,ces-CZE,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Danish,dan-DNK,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Dutch,nld-NLD,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,English,eng-CAN,Which country had no overall change between 2005 and 2015?,"The spreadsheet below shows the amount of forested area as a percentage of the total land area in each of the 15 countries in this data set. Data are shown for the years 2005, 2010, and 2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Estonian,est-EST,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Finnish,fin-FIN,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,French,fra-FRA,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Galician,glg-ESP,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Georgian,geo-GEO,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,German,deu-DEU,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Greek,ell-GRC,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Hebrew,heb-ISR,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Hungarian,hun-HUN,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Icelandic,isl-ISL,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Indonesian,ind-IDN,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Italian,ita-ITA,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Japanese,jpn-JPN,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Kazakh,kaz-KAZ,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Korean,kor-KOR,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Latvian,lav-LVA,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Lithuanian,lit-LTU,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Malay,msa-MYS,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Nynorsk,nno-NOR,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Polish,pol-POL,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Portuguese,por-PRT,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Russian,rus-KAZ,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Serbian / Serb,srp-SRB,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Slovak,slo-SVK,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Slovenian,slv-SVN,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Spanish,esp-ESP,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Swedish,swe-SWE,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Thai,tha-THA,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q008,Turkish,tur-TUR,,,,B,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Albanian,sqi-ALB,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Arabic,ara-ARE,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Azerbaijani / Azeri,aze-QAZ,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Basque,eus-ESP,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Bokmål,nob-NOR,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Bosnian,bos-BIH,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Bulgarian,bul-BGR,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Catalan,cat-ESP,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Chinese,zho-CHN,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Croatian,hrv-HRV,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Czech,ces-CZE,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Danish,dan-DNK,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Dutch,nld-NLD,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,English,eng-CAN,"In terms of percentage points, which country had the greatest loss between 2005 and 2015?","The spreadsheet below shows the amount of forested area as a percentage of the total land area in each of the 15 countries in this data set. Data are shown for the years 2005, 2010, and 2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Greece"", ""B) Armenia"", ""C) Panama"", ""D) Kazakhstan""]",C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Estonian,est-EST,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Finnish,fin-FIN,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,French,fra-FRA,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Galician,glg-ESP,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Georgian,geo-GEO,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,German,deu-DEU,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Greek,ell-GRC,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Hebrew,heb-ISR,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Hungarian,hun-HUN,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Icelandic,isl-ISL,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Indonesian,ind-IDN,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Italian,ita-ITA,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Japanese,jpn-JPN,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Kazakh,kaz-KAZ,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Korean,kor-KOR,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Latvian,lav-LVA,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Lithuanian,lit-LTU,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Malay,msa-MYS,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Nynorsk,nno-NOR,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Polish,pol-POL,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Portuguese,por-PRT,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Russian,rus-KAZ,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Serbian / Serb,srp-SRB,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Slovak,slo-SVK,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Slovenian,slv-SVN,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Spanish,esp-ESP,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Swedish,swe-SWE,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Thai,tha-THA,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q009,Turkish,tur-TUR,,,,C,mc,Math,level 4,,"PISA 2022, math, Forested Areas"
q010,Albanian,sqi-ALB,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Arabic,ara-ARE,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Azerbaijani / Azeri,aze-QAZ,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Basque,eus-ESP,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Bokmål,nob-NOR,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Bosnian,bos-BIH,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Bulgarian,bul-BGR,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Catalan,cat-ESP,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Chinese,zho-CHN,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Croatian,hrv-HRV,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Czech,ces-CZE,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Danish,dan-DNK,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Dutch,nld-NLD,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,English,eng-CAN,"Consider the two time periods: 2005 to 2010 and 2010 to 2015.
In terms of percentage points, which two countries had the biggest change in the percent of forested area from one time period to the other time period?","The spreadsheet below shows the amount of forested area as a percentage of the total land area in each of the 15 countries in this data set. Data are shown for the years 2005, 2010, and 2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) India and Colombia"", ""B) India and Armenia"", ""C) Panama and Colombia"", ""D) Kazakhstan and Colombia""]",A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Estonian,est-EST,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Finnish,fin-FIN,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,French,fra-FRA,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Galician,glg-ESP,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Georgian,geo-GEO,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,German,deu-DEU,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Greek,ell-GRC,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Hebrew,heb-ISR,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Hungarian,hun-HUN,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Icelandic,isl-ISL,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Indonesian,ind-IDN,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Italian,ita-ITA,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Japanese,jpn-JPN,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Kazakh,kaz-KAZ,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Korean,kor-KOR,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Latvian,lav-LVA,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Lithuanian,lit-LTU,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Malay,msa-MYS,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Nynorsk,nno-NOR,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Polish,pol-POL,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Portuguese,por-PRT,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Russian,rus-KAZ,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Serbian / Serb,srp-SRB,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Slovak,slo-SVK,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Slovenian,slv-SVN,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Spanish,esp-ESP,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Swedish,swe-SWE,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Thai,tha-THA,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q010,Turkish,tur-TUR,,,,A,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Albanian,sqi-ALB,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Arabic,ara-ARE,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Azerbaijani / Azeri,aze-QAZ,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Basque,eus-ESP,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Bokmål,nob-NOR,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Bosnian,bos-BIH,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Bulgarian,bul-BGR,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Catalan,cat-ESP,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Chinese,zho-CHN,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Croatian,hrv-HRV,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Czech,ces-CZE,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Danish,dan-DNK,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Dutch,nld-NLD,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,English,eng-CAN,"Helena claims that South Korea has more forested area than any other country in this list for the years shown.
Is her claim supported by the data in the spreadsheet?","The spreadsheet below shows the amount of forested area as a percentage of the total land area in each of the 15 countries in this data set. Data are shown for the years 2005, 2010, and 2015.
| Country        | 2005  | 2010  | 2015  |
|------------|-------|-------|-------|
| Algeria        | 0.64  | 0.81  | 0.82  |
| Armenia        | 11.77 | 11.74 | 11.77 |
| Colombia       | 54.26 | 52.85 | 52.73 |
| Germany        | 32.66 | 32.73 | 32.76 |
| Greece         | 29.11 | 30.28 | 31.45 |
| India          | 22.77 | 23.47 | 23.77 |
| Kazakhstan     | 1.24  | 1.23  | 1.23  |
| Lebanon        | 13.34 | 13.38 | 13.42 |
| Panama         | 64.33 | 63.21 | 62.11 |
| Peru           | 59.01 | 58.45 | 57.79 |
| Portugal       | 36.52 | 35.89 | 35.25 |
| Senegal        | 45.05 | 44.01 | 42.97 |
| South Korea    | 64.42 | 64.08 | 63.69 |
| Thailand       | 31.51 | 31.81 | 32.10 |
| United States  | 33.26 | 33.70 | 33.85 |","[""A) Yes"", ""B) No""]",B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Estonian,est-EST,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Finnish,fin-FIN,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,French,fra-FRA,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
q011,Galician,glg-ESP,,,,B,mc,Math,level 6,,"PISA 2022, math, Forested Areas"
